location,year,category,rank,query,query_en
Kenya,2017,Trending Events,1,Kenya Elections,Kenya Elections
Kenya,2017,Trending Events,2,Lecturers’ Strike,Lecturers’ Strike
Kenya,2017,Trending Events,3,Mayweather vs McGregor Fight,Mayweather vs McGregor Fight
Kenya,2017,Trending Events,4,Confederations Cup,Confederations Cup
Kenya,2017,Trending Events,5,Africa Cup of Nations,Africa Cup of Nations
Kenya,2017,Trending How To,1,How to check KCPE results online,How to check KCPE results online
Kenya,2017,Trending How To,2,How to file KRA returns,How to file KRA returns
Kenya,2017,Trending How To,3,How to make pancakes,How to make pancakes
Kenya,2017,Trending How To,4,How to write an application letter,How to write an application letter
Kenya,2017,Trending How To,5,How to lose belly fat,How to lose belly fat
Kenya,2017,Trending People,1,Mwai Kibaki,Mwai Kibaki
Kenya,2017,Trending People,2,Babu Owino,Grandfather Owino
Kenya,2017,Trending People,3,Ezra Chiloba,Ezra Seven
Kenya,2017,Trending People,4,Janet Kanini,Janet Kanini
Kenya,2017,Trending People,5,Nicholas Biwott,Nicholas Biwott
Kenya,2017,Trending Sports Personalities,1,Alvaro Morata,Alvaro Morata
Kenya,2017,Trending Sports Personalities,2,Romelu Lukaku,Romelu Lukaku
Kenya,2017,Trending Sports Personalities,3,Philippe Coutinho,Philippe Coutinho
Kenya,2017,Trending Sports Personalities,4,Nemanja Matić,Nemanja Matić
Kenya,2017,Trending Sports Personalities,5,Ivan Perisic,Ivan Perisic
Kenya,2017,Trending What Is,1,What is sarahah,What is sarahah
Kenya,2017,Trending What Is,2,What is a pangolin,What is a pangolin
Kenya,2017,Trending What Is,3,What is bitcoin,What is bitcoin
Kenya,2017,Trending What Is,4,What is biology,What is biology
Kenya,2017,Trending What Is,5,What is covfefe,What is covfefe
Latvia,2017,Meklētākās frāzes,1,Ss.com,Ss.com
Latvia,2017,Meklētākās frāzes,2,Laikapstākļi,Weather conditions
Latvia,2017,Meklētākās frāzes,3,Circle K | Skrapeunlaime,Circle K | Scrapeunlaime
Latvia,2017,Meklētākās frāzes,4,iPhone 8,iPhone 8
Latvia,2017,Meklētākās frāzes,5,Andelemandele,Share almonds
Latvia,2017,Notikumi,1,X faktors,The X factor
Latvia,2017,Notikumi,2,Eirovīzija,Eurovision
Latvia,2017,Notikumi,3,Rīgas svētki,Riga holiday
Latvia,2017,Notikumi,4,Vēlēšanu rezultāti,Election results
Latvia,2017,Notikumi,5,Positivus,Positive
Latvia,2017,Sports,1,Eurobasket,Eurobasket
Latvia,2017,Sports,2,Pasaules čempionāts hokejā,World Hockey Championship
Latvia,2017,Sports,3,Vimbldona,Wimbledon
Latvia,2017,Sports,4,Aļona Ostapenko,Alon Ostapenko
Latvia,2017,Sports,5,Mairis Briedis,Mairis Briedis
Lithuania,2017,Populiariausios paieškos,1,Eurobasket,Eurobasket
Lithuania,2017,Populiariausios paieškos,2,Oras,Time
Lithuania,2017,Populiariausios paieškos,3,Telia,Telia
Lithuania,2017,Populiariausios paieškos,4,Eurovision,Eurovision
Lithuania,2017,Populiariausios paieškos,5,Sauktiniu sarasai,I call you Sarasi
Lithuania,2017,Filmai,1,Emilija iš laisvės alėjos,Emilia from Freedom Avenue
Lithuania,2017,Filmai,2,50 tamsesniu atspalviu,50 in a darker shade
Lithuania,2017,Filmai,3,Zero 3,Zero 3
Lithuania,2017,Filmai,4,Greiti ir isiute 8,Fast and Furious 8
Lithuania,2017,Filmai,5,Dunkirk,Dunkirk
Lithuania,2017,Renginiai ir įvykiai,1,Eurobasket,Eurobasket
Lithuania,2017,Renginiai ir įvykiai,2,Eurovision,Eurovision
Lithuania,2017,Renginiai ir įvykiai,3,Sauktiniu sarasai,I call you Sarasi
Lithuania,2017,Renginiai ir įvykiai,4,VMI deklaravimas,VMI declaration
Lithuania,2017,Renginiai ir įvykiai,5,Dakaras,Dakar
Malaysia,2017,Carian (Searches),1,BR1M,BR1M
Malaysia,2017,Carian (Searches),2,Hero Seorang Cinderella,A Cinderella Hero
Malaysia,2017,Carian (Searches),3,SEA Games,SEA Games
Malaysia,2017,Carian (Searches),4,Titian Cinta,Titian Love
Malaysia,2017,Carian (Searches),5,SAPS NKRA,SAPS NKRA
Malaysia,2017,Orang (People),1,Izara Aishah,Izara Aishah
Malaysia,2017,Orang (People),2,Gal Gadot,Gal Gadot
Malaysia,2017,Orang (People),3,Hannah Delisha,Hannah Delisha
Malaysia,2017,Orang (People),4,Afifah Nasir,Afifah Nasir
Malaysia,2017,Orang (People),5,Aiman Tino,Aiman ​​Tino
Malaysia,2017,Berita (News),1,JJPTR,JJPTR
Malaysia,2017,Berita (News),2,Petrol price Malaysia,Petrol price Malaysia
Malaysia,2017,Berita (News),3,Budget 2018,Budget 2018
Malaysia,2017,Berita (News),4,MRT Malaysia,Malaysian MRT
Malaysia,2017,Berita (News),5,Lembaga Getah Malaysia,Malaysian Rubber Board
Malaysia,2017,Peranti (Devices),1,iPhone 8 plus,iPhone 8 plus
Malaysia,2017,Peranti (Devices),2,iPhone X,iPhone X
Malaysia,2017,Peranti (Devices),3,Oppo F5,Oppo F5
Malaysia,2017,Peranti (Devices),4,Huawei Nova 2i,Huawei Nova 2i
Malaysia,2017,Peranti (Devices),5,Huawei P10,Huawei P10
Malaysia,2017,Filem (Movies),1,Fast and Furious 8,Fast and Furious 8
Malaysia,2017,Filem (Movies),2,Justice League,Justice League
Malaysia,2017,Filem (Movies),3,Beauty and the Beast,Beauty and the Beast
Malaysia,2017,Filem (Movies),4,Wonder Woman,Wonder Woman
Malaysia,2017,Filem (Movies),5,It,It
Malaysia,2017,Siri Tempatan,1,Hero Seorang Cinderella,A Cinderella Hero
Malaysia,2017,Siri Tempatan,2,Titian Cinta,Titian Love
Malaysia,2017,Siri Tempatan,3,Suamiku Paling Sweet,My Sweetest Husband
Malaysia,2017,Siri Tempatan,4,Andainya Takdir,Supposedly Fate
Malaysia,2017,Siri Tempatan,5,Mencintaimu Mr Photographer,Love you Mr Photographer
Mexico,2017,Tendencias,1,Sismo en México,Earthquake in Mexico
Mexico,2017,Tendencias,2,Eclipse Solar,Eclipse Solar
Mexico,2017,Tendencias,3,Coco,Coco
Mexico,2017,Tendencias,4,Huracán Irma,Hurricane Irma
Mexico,2017,Tendencias,5,Elecciones Estado de México,Elections State of Mexico
Mexico,2017,Acontecimientos,1,Sismo en México,Earthquake in Mexico
Mexico,2017,Acontecimientos,2,Eclipse solar,Eclipse solar
Mexico,2017,Acontecimientos,3,Huracán Irma,Hurricane Irma
Mexico,2017,Acontecimientos,4,Elecciones Estado de México,Elections State of Mexico
Mexico,2017,Acontecimientos,5,Buen Fin,Good End
Mexico,2017,Personajes,1,Donald Trump,Donald Trump
Mexico,2017,Personajes,2,Gal Gadot,Gal Gadot
Mexico,2017,Personajes,3,Camila Sodi,Camila Sodi
Mexico,2017,Personajes,4,Javier Duarte,Javier Duarte
Mexico,2017,Personajes,5,Rafa Márquez,Rafa Marquez
Mexico,2017,Cómo,1,Cómo vivían las personas en el antiguo Egipto,How people lived in ancient Egypt
Mexico,2017,Cómo,2,Cómo dibujar,How to draw
Mexico,2017,Cómo,3,Cómo hacer un spinner,How to make a spinner
Mexico,2017,Cómo,4,Cómo hacer un folleto,How to make a brochure
Mexico,2017,Cómo,5,Cómo se fabrica el vidrio,How glass is made
Mexico,2017,Eventos Deportivos,1,México vs Alemania,Mexico vs Germany
Mexico,2017,Eventos Deportivos,2,Súper Bowl,Super Bowl
Mexico,2017,Eventos Deportivos,3,Canelo vs Chávez,Canelo vs Chavez
Mexico,2017,Eventos Deportivos,4,México vs USA,Mexico vs USA
Mexico,2017,Eventos Deportivos,5,Perú vs Nueva Zelanda,Peru vs New Zealand
Mexico,2017,In Memoriam,1,Maru Dueñas,Maru Dueñas
Mexico,2017,In Memoriam,2,Ana Winocur,Ana Winocur
Mexico,2017,In Memoriam,3,Karla Luna,karla luna
Mexico,2017,In Memoriam,4,Chris Cornell,Chris Cornell
Mexico,2017,In Memoriam,5,Chester Bennington,Chester Bennington
Mexico,2017,Películas,1,Coco,Coco
Mexico,2017,Películas,2,It,It
Mexico,2017,Películas,3,Logan,Logan
Mexico,2017,Películas,4,La Bella y la Bestia,Beauty and the beast
Mexico,2017,Películas,5,Rápido y Furioso 8,Fast and Furious 8
Mexico,2017,Programas de TV,1,13 Reasons Why,13 Reasons Why
Mexico,2017,Programas de TV,2,Rosario Tijeras,Rosary Scissors
Mexico,2017,Programas de TV,3,El Señor de los Cielos,The Lord of the Skies
Mexico,2017,Programas de TV,4,Enamorándome de Ramón,Falling in love with Ramón
Mexico,2017,Programas de TV,5,Caer en Tentación,Fall into Temptation
Mexico,2017,Qué,1,Qué es el mecanismo de Antikythera,What is the Antikythera mechanism
Mexico,2017,Qué,2,Qué es un eclipse,What is an eclipse
Mexico,2017,Qué,3,Qué es un pangolín,What is a pangolin
Mexico,2017,Qué,4,Qué es un cuento,What is a story
Mexico,2017,Qué,5,Qué regiones del mundo se encontraban congeladas,What regions of the world were frozen?
Netherlands,2017,Zoekopdrachten,1,Anne Faber,Anne Faber
Netherlands,2017,Zoekopdrachten,2,Stemwijzer,Voting guide
Netherlands,2017,Zoekopdrachten,3,Patricia Paay,Patricia Paay
Netherlands,2017,Zoekopdrachten,4,Abdelhak Nouri,Abdelhak Nouri
Netherlands,2017,Zoekopdrachten,5,Staatsloterij Oudejaarstrekking,State Lottery New Year's Eve draw
Netherlands,2017,Eredivisieclubs,1,Ajax,Ajax
Netherlands,2017,Eredivisieclubs,2,Feyenoord,Feyenoord
Netherlands,2017,Eredivisieclubs,3,PSV,PSV
Netherlands,2017,Eredivisieclubs,4,Vitesse,Vitesse
Netherlands,2017,Eredivisieclubs,5,AZ,THE
Netherlands,2017,Hoe werkt...?,1,Hoe werkt Paypal?,How does Paypal work?
Netherlands,2017,Hoe werkt...?,2,Hoe werkt Instagram?,How does Instagram work?
Netherlands,2017,Hoe werkt...?,3,Hoe werkt Snapchat?,How does Snapchat work?
Netherlands,2017,Hoe werkt...?,4,Hoe werkt Tinder?,How does Tinder work?
Netherlands,2017,Hoe werkt...?,5,Hoe werkt Spotify?,How does Spotify work?
Netherlands,2017,Nederlands vrouwenelftal,1,Lieke Martens,Lieke Martens
Netherlands,2017,Nederlands vrouwenelftal,2,Jackie Groenen,Jackie Greens
Netherlands,2017,Nederlands vrouwenelftal,3,Vivianne Miedema,Vivianne Miedema
Netherlands,2017,Nederlands vrouwenelftal,4,Daniëlle van de Donk,Danielle van de Donk
Netherlands,2017,Nederlands vrouwenelftal,5,Shanice van de Sanden,Shanice van de Sanden
Netherlands,2017,Nederlandse politici,1,Geert Wilders,Geert Wilders
Netherlands,2017,Nederlandse politici,2,Mark Rutte,Mark Rutte
Netherlands,2017,Nederlandse politici,3,Eberhard van der Laan,Eberhard van der Laan
Netherlands,2017,Nederlandse politici,4,Jesse Klaver,Jesse Claver
Netherlands,2017,Nederlandse politici,5,Thierry Baudet,Thierry Baudet
Netherlands,2017,Nederlandse sporters,1,Max Verstappen,Max Verstappen
Netherlands,2017,Nederlandse sporters,2,Abdelhak Nouri,Abdelhak Nouri
Netherlands,2017,Nederlandse sporters,3,Dirk Kuyt,Dirk Kuyt
Netherlands,2017,Nederlandse sporters,4,Arjen Robben,Arjen Robben
Netherlands,2017,Nederlandse sporters,5,Lieke Martens,Lieke Martens
Netherlands,2017,Nederlandse YouTubers,1,Boef,Crook
Netherlands,2017,Nederlandse YouTubers,2,Monica Geuze,Monica Geuze
Netherlands,2017,Nederlandse YouTubers,3,StukTV,PieceTV
Netherlands,2017,Nederlandse YouTubers,4,Dylan Haegens,Dylan Haegens
Netherlands,2017,Nederlandse YouTubers,5,Tim Hofman,Tim Hofman
Netherlands,2017,Overledenen,1,Eberhard van der Laan,Eberhard van der Laan
Netherlands,2017,Overledenen,2,Sandra Reemer,Sandra Reemer
Netherlands,2017,Overledenen,3,Chris Cornell,Chris Cornell
Netherlands,2017,Overledenen,4,Chester Bennington,Chester Bennington
Netherlands,2017,Overledenen,5,Hugh Hefner,Hugh Hefner
Netherlands,2017,Wat is...?,1,Wat is Pinksteren?,What is Pentecost?
Netherlands,2017,Wat is...?,2,Wat is een pangolin?,What is a pangolin?
Netherlands,2017,Wat is...?,3,Wat is Pasen?,What is Easter?
Netherlands,2017,Wat is...?,4,Wat is populisme?,What is populism?
Netherlands,2017,Wat is...?,5,Wat is de Confederations Cup?,What is the Confederations Cup?
New Zealand,2017,Overall searches,1,Lotto result NZ,Lotto result NZ
New Zealand,2017,Overall searches,2,America's Cup 2017,America's Cup 2017
New Zealand,2017,Overall searches,3,Fidget spinner,Fidget spinner
New Zealand,2017,Overall searches,4,Election NZ 2017,Election NZ 2017
New Zealand,2017,Overall searches,5,NZTA road closures,NZTA road closures
New Zealand,2017,News,1,Election NZ 2017,Election NZ 2017
New Zealand,2017,News,2,NZTA road closures,NZTA road closures
New Zealand,2017,News,3,Cyclone Cook,Cyclone Cook
New Zealand,2017,News,4,North Korea,North Korea
New Zealand,2017,News,5,Hurricane Irma,Hurricane Irma
New Zealand,2017,Global people,1,Harvey Weinstein,Harvey Weinstein
New Zealand,2017,Global people,2,Ed Sheeran,Ed Sheeran
New Zealand,2017,Global people,3,Bruce Springsteen,Bruce Springsteen
New Zealand,2017,Global people,4,Pippa Middleton,Pippa Middleton
New Zealand,2017,Global people,5,Kevin Spacey,Kevin Spacey
New Zealand,2017,Kiwis,1,Jacinda Ardern,Jacinda Ardern
New Zealand,2017,Kiwis,2,Winston Peters,Winston Peters
New Zealand,2017,Kiwis,3,Bill English,Bill English
New Zealand,2017,Kiwis,4,Jerome Kaino,Jerome Kaino
New Zealand,2017,Kiwis,5,Peter Burling,Peter Burling
New Zealand,2017,Loss,1,Tom Petty,Tom Petty
New Zealand,2017,Loss,2,Chester Bennington,Chester Bennington
New Zealand,2017,Loss,3,Tania Dalton,Tania Dalton
New Zealand,2017,Loss,4,Hugh Hefner,Hugh Hefner
New Zealand,2017,Loss,5,Bill Paxton,Bill Paxton
New Zealand,2017,Sporting events,1,America's Cup 2017,America's Cup 2017
New Zealand,2017,Sporting events,2,All Blacks vs Lions,All Blacks vs Lions
New Zealand,2017,Sporting events,3,Melbourne Cup 2017,Melbourne Cup 2017
New Zealand,2017,Sporting events,4,Wimbledon 2017,Wimbledon 2017
New Zealand,2017,Sporting events,5,World Masters Games,World Masters Games
New Zealand,2017,How to...?,1,How to make slime,How to make slime
New Zealand,2017,How to...?,2,How to vote in NZ,How to vote in NZ
New Zealand,2017,How to...?,3,How to make a fidget spinner,How to make a fidget spinner
New Zealand,2017,How to...?,4,How to make slime without borax,How to make slime without borax
New Zealand,2017,How to...?,5,How to make fluffy slime,How to make fluffy slime
New Zealand,2017,What is...?,1,What is Black Friday 2017,What is Black Friday 2017
New Zealand,2017,What is...?,2,What is typhoid,What is typhoid
New Zealand,2017,What is...?,3,What is bitcoin,What is bitcoin
New Zealand,2017,What is...?,4,What is kimchi,What is kimchi
New Zealand,2017,What is...?,5,What is the time,What is the time
New Zealand,2017,Recipes,1,Hot cross buns,Hot cross buns
New Zealand,2017,Recipes,2,Beef stroganoff,Beef stroganoff
New Zealand,2017,Recipes,3,Pikelets,Pikelet
New Zealand,2017,Recipes,4,Spaghetti bolognese,Spaghetti Bolognese
New Zealand,2017,Recipes,5,Yorkshire pudding,Yorkshire pudding
Nigeria,2017,People,1,Moji Olaiya,Moji Olaiya
Nigeria,2017,People,2,Evans the kidnapper,Evans the kidnapper
Nigeria,2017,People,3,Adesua Etomi,Adesua Etomi
Nigeria,2017,People,4,Donald Trump,Donald Trump
Nigeria,2017,People,5,Mr. Eazi,mr. Yes
Nigeria,2017,Events / Stories,1,ASUU Strike,ASUU Strike
Nigeria,2017,Events / Stories,2,Moji Olaiya dead,Moji Olaiya died
Nigeria,2017,Events / Stories,3,Monkeypox outbreak,Monkeypox outbreak
Nigeria,2017,Events / Stories,4,iPhone 8 / iPhone X Launch,iPhone 8 / iPhone X Launch
Nigeria,2017,Events / Stories,5,New president in Gambia,New president in Gambia
Nigeria,2017,Movies / TV Series,1,Fast and Furious 8,Fast and Furious 8
Nigeria,2017,Movies / TV Series,2,Wonder Woman,Wonder Woman
Nigeria,2017,Movies / TV Series,3,Game of Thrones,Game of Thrones
Nigeria,2017,Movies / TV Series,4,Big Brother Naija,Big Brother Naija
Nigeria,2017,Movies / TV Series,5,Justice League,Justice League
Nigeria,2017,Near me,1,Restaurants near me,Restaurants near me
Nigeria,2017,Near me,2,Nail Salon near me,Nail Salon near me
Nigeria,2017,Near me,3,Clubs near me,Clubs near me
Nigeria,2017,Near me,4,Food near me,Food near me
Nigeria,2017,Near me,5,Movies near me,Movies near me
Nigeria,2017,Questions,1,Is Buhari dead?,Is Buhari dead?
Nigeria,2017,Questions,2,How to check JAMB results,How to check JAMB results
Nigeria,2017,Questions,3,How to check WAEC results,How to check WAEC results
Nigeria,2017,Questions,4,What is a female Hyena called?,What is a female Hyena called?
Nigeria,2017,Questions,5,What is Monkeypox?,What is Monkeypox?
Nigeria,2017,Songs,1,Olamide - Wo,Olamide - Wo
Nigeria,2017,Songs,2,Davido - Fia,Davido - Fia
Nigeria,2017,Songs,3,Davido- Fall,Davido-Fall
Nigeria,2017,Songs,4,Patapaa Ft. Ras Cann - One Corner,Patapaa Ft. Ras Cann - One Corner
Nigeria,2017,Songs,5,Davido - If,Davido - If
Norway,2017,Artister,1,Ed Sheeran,Ed Sheeran
Norway,2017,Artister,2,Adam Douglas,Adam Douglas
Norway,2017,Artister,3,Chris Cornell,Chris Cornell
Norway,2017,Artister,4,Morten Harket,Morten Harket
Norway,2017,Artister,5,Patti Smith,Patti Smith
Norway,2017,Hva er..?,1,Bitcoin,Bitcoin
Norway,2017,Hva er..?,2,Sperregrense,Block limit
Norway,2017,Hva er..?,3,Ideologi,Ideology
Norway,2017,Hva er..?,4,Enzymer,Enzymes
Norway,2017,Hva er..?,5,En narsissist,A narcissist
Norway,2017,Hvordan..?,1,Lage slim,Making slime
Norway,2017,Hvordan..?,2,Stemme,Vote
Norway,2017,Hvordan..?,3,Senke blodsukkeret,Lower blood sugar
Norway,2017,Hvordan..?,4,Kjøpe bitcoin,Buy bitcoins
Norway,2017,Hvordan..?,5,Laste ned fra Netflix,Download from Netflix
Norway,2017,Hvorfor..?,1,Stiller vi klokken,We set the clock
Norway,2017,Hvorfor..?,2,Får man hold,If you get a team
Norway,2017,Hvorfor..?,3,Feirer vi 1. mai,We celebrate May 1
Norway,2017,Hvorfor..?,4,Feirer vi Sankthans,We celebrate Sankthans
Norway,2017,Hvorfor..?,5,Får man kviser,You get pimples
Norway,2017,Norske kvinner,1,Åse Kleveland,Åse Kleveland
Norway,2017,Norske kvinner,2,Martine Lunde,Martin Lunde
Norway,2017,Norske kvinner,3,Vendela Kirsebom,Vendela Kirsebom
Norway,2017,Norske kvinner,4,Amalie Snøløs,Amalie Snøløs
Norway,2017,Norske kvinner,5,Helene Olafsen,Helene Olafsen
Norway,2017,Norske menn,1,Lothepus,Lothepus
Norway,2017,Norske menn,2,Åsleik Engmark,Åsleik Engmark
Norway,2017,Norske menn,3,Joshua French,Joshua French
Norway,2017,Norske menn,4,Jonas Gahr Støre,Jonas Gahr Støre
Norway,2017,Norske menn,5,Per Fugelli,For Fugelli
Norway,2017,Nyheter,1,Orkanen Irma,Hurricane Irma
Norway,2017,Nyheter,2,Catalonia,Catalonia
Norway,2017,Nyheter,3,Nord-Korea,North Korea
Norway,2017,Nyheter,4,Statsbudsjettet,The state budget
Norway,2017,Nyheter,5,SAS streik,SAS strike
Norway,2017,Oppskrifter,1,Lammelår,Leg of lamb
Norway,2017,Oppskrifter,2,Drops oppskrifter,Drops recipes
Norway,2017,Oppskrifter,3,Sjokoladepizza,Chocolate pizza
Norway,2017,Oppskrifter,4,Fårikål koketid,Cabbage cooking time
Norway,2017,Oppskrifter,5,Riskrem Hellstrøm,Rice cream Hellstrøm
Norway,2017,Søk,1,Valgomat,Dining room
Norway,2017,Søk,2,Spinner,Spinner
Norway,2017,Søk,3,Sykkel VM,Cycling WC
Norway,2017,Søk,4,Despacito,Slowly
Norway,2017,Søk,5,Stranger Things,Stranger Things
Pakistan,2017,Searches,1,ICC Champions Trophy,ICC Champions Trophy
Pakistan,2017,Searches,2,WWE Extreme Rules,WWE Extreme Rules
Pakistan,2017,Searches,3,Dangal,Dangal
Pakistan,2017,Searches,4,Raees,Raees
Pakistan,2017,Searches,5,Half Girlfriend,Half Girlfriend
Pakistan,2017,People,1,Fabiha Sherazi,Fabiha Sherazi
Pakistan,2017,People,2,Nadeem Sarwar,Nadeem Sarwar
Pakistan,2017,People,3,Fakhar Zaman,Fakhar Zaman
Pakistan,2017,People,4,Rishi Kapoor,Rishi Kapoor
Pakistan,2017,People,5,Rida Isfahani,Rida Isfahani
Pakistan,2017,News,1,ICC Champions Trophy,ICC Champions Trophy
Pakistan,2017,News,2,The Kapil Sharma Show,The Kapil Sharma Show
Pakistan,2017,News,3,Prime Minister Laptop Scheme,Prime Minister Laptop Scheme
Pakistan,2017,News,4,Barma,Barma
Pakistan,2017,News,5,Shivratri,Shivratri
Panama,2017,Tendencias 2017,1,Huracán Irma,Hurricane Irma
Panama,2017,Tendencias 2017,2,Copa Oro,Gold Cup
Panama,2017,Tendencias 2017,3,Ozuna,Ozuna
Panama,2017,Tendencias 2017,4,Huracán María,Hurricane Maria
Panama,2017,Tendencias 2017,5,Román Torres,Roman Torres
Panama,2017,Acontecimientos del año,1,Huracán Irma,Hurricane Irma
Panama,2017,Acontecimientos del año,2,Huracán María,Hurricane Maria
Panama,2017,Acontecimientos del año,3,Terremoto en México,Earthquake in Mexico
Panama,2017,Acontecimientos del año,4,Eclipse solar,Eclipse solar
Panama,2017,Acontecimientos del año,5,Cataluña,Catalonia
Panama,2017,Personajes,1,Ozuna,Ozuna
Panama,2017,Personajes,2,Román Torres,Roman Torres
Panama,2017,Personajes,3,Bad Bunny,Bad Bunny
Panama,2017,Personajes,4,Chester Bennington,Chester Bennington
Panama,2017,Personajes,5,Ricardo Martinelli,Ricardo Martinelli
Panama,2017,Deportes,1,Copa Oro,Gold Cup
Panama,2017,Deportes,2,Panamá vs Iran,Panama vs Iran
Panama,2017,Deportes,3,Panamá vs Gales,Panama vs Wales
Panama,2017,Deportes,4,Copa Confederaciones,Confederations Cup
Panama,2017,Deportes,5,Beisbol Juvenil Panamá,Youth Baseball Panama
Panama,2017,Preguntas del año,1,Qué significa tbt,What does tbt mean?
Panama,2017,Preguntas del año,2,Qué significan los colores de la bandera de Panamá,What the colors of the Panama flag mean
Panama,2017,Preguntas del año,3,Qué es la hispanidad,What is Hispanicity
Panama,2017,Preguntas del año,4,Qué son los Derechos Humanos,What are Human Rights
Panama,2017,Preguntas del año,5,Qué es Sarahah,What is Sarahah?
Panama,2017,Películas,1,It,It
Panama,2017,Películas,2,Rápido y Furioso,Fast and Furious
Panama,2017,Películas,3,Wonder Woman,Wonder Woman
Panama,2017,Películas,4,Thor: Ragnarok,Thor: Ragnarok
Panama,2017,Películas,5,50 sombras más oscuras,50 shades darker
Panama,2017,Series y Telenovelas,1,13 Reasons Why,13 Reasons Why
Panama,2017,Series y Telenovelas,2,Esto es guerra,This is war
Panama,2017,Series y Telenovelas,3,Tu cara me suena,Your face sounds familiar to me
Panama,2017,Series y Telenovelas,4,Soy Luna,I am Moon
Panama,2017,Series y Telenovelas,5,Amor eterno,eternal love
Panama,2017,Artistas musicales,1,Ozuna,Ozuna
Panama,2017,Artistas musicales,2,Bad Bunny,Bad Bunny
Panama,2017,Artistas musicales,3,Linkin Park,Linkin Park
Panama,2017,Artistas musicales,4,CNCO,CNCO
Panama,2017,Artistas musicales,5,Chris Cornell,Chris Cornell
Panama,2017,Letras de canciones,1,Despacito,Slowly
Panama,2017,Letras de canciones,2,Reggaeton Lento,Slow Reggaeton
Panama,2017,Letras de canciones,3,La última vez,the last time
Panama,2017,Letras de canciones,4,Chantaje,Blackmail
Panama,2017,Letras de canciones,5,Tu no vive así,You don't live like that
Peru,2017,Tendencias,1,Paolo Guerrero,Paolo Guerrero
Peru,2017,Tendencias,2,Clima,Climate
Peru,2017,Tendencias,3,Tabla de posiciones Rusia,Russia standings
Peru,2017,Tendencias,4,Perú vs Nueva Zelanda,Peru vs New Zealand
Peru,2017,Tendencias,5,Despacito,Slowly
Peru,2017,Acontecimientos del Año,1,Censo,Census
Peru,2017,Acontecimientos del Año,2,Terremoto en México,Earthquake in Mexico
Peru,2017,Acontecimientos del Año,3,Huracán Irma,Hurricane Irma
Peru,2017,Acontecimientos del Año,4,Huelga de profesores,Teachers' strike
Peru,2017,Acontecimientos del Año,5,Incendio en las Malvinas,Fire in the Falklands
Peru,2017,Personajes,1,Paolo Guerrero,Paolo Guerrero
Peru,2017,Personajes,2,Korina Rivadeneyra,Korina Rivadeneyra
Peru,2017,Personajes,3,Claudia Dammert,Claudia Damert
Peru,2017,Personajes,4,Coutinho,Coutinho
Peru,2017,Personajes,5,Maritza Garrido Lecca,Maritza Garrido Lecca
Peru,2017,El año en deportes,1,Eliminatorias Rusia,Russia Qualifiers
Peru,2017,El año en deportes,2,Copa Confederaciones,Confederations Cup
Peru,2017,El año en deportes,3,Champions League,Champions League
Peru,2017,El año en deportes,4,Sudamericano sub 15,South American sub 15
Peru,2017,El año en deportes,5,Mcgregor vs Mayweather,Mcgregor vs Mayweather
Peru,2017,Las preguntas del año,1,Qué es el censo,What is the census
Peru,2017,Las preguntas del año,2,Qué es el repechaje,What is the repechage
Peru,2017,Las preguntas del año,3,Qué es el niño costero,What is the coastal child
Peru,2017,Las preguntas del año,4,Como ser un latin lover,How to be a latin lover
Peru,2017,Las preguntas del año,5,Cómo llegar a Rusia en bicicleta,How to get to Russia by bike
Peru,2017,¿Qué significa?,1,¿Qué significa crush?,What does crush mean?
Peru,2017,¿Qué significa?,2,¿Qué significa ALV?,What does ALV mean?
Peru,2017,¿Qué significa?,3,¿Qué significa Krippy Kush?,What does Krippy Kush mean?
Peru,2017,¿Qué significa?,4,¿Qué significa doping?,What does doping mean?
Peru,2017,¿Qué significa?,5,¿Qué significa repechaje?,What does repechage mean?
Peru,2017,Música,1,Bad Bunny,Bad Bunny
Peru,2017,Música,2,Ozuna,Ozuna
Peru,2017,Música,3,CNCO,CNCO
Peru,2017,Música,4,Luis Fonsi,Luis Fonsi
Peru,2017,Música,5,Ed Sheeran,Ed Sheeran
Peru,2017,Letras de canciones,1,Despacito,Slowly
Peru,2017,Letras de canciones,2,Felices los 4,Happy 4
Peru,2017,Letras de canciones,3,Qué bonito,How beautiful
Peru,2017,Letras de canciones,4,Criminal,Criminal
Peru,2017,Letras de canciones,5,Me rehuso,Me rehuso
Peru,2017,Series/Novelas/Películas,1,Soy Luna,I am Moon
Peru,2017,Series/Novelas/Películas,2,13 Reasons Why,13 Reasons Why
Peru,2017,Series/Novelas/Películas,3,Rápidos y Furiosos,Fast and Furious
Peru,2017,Series/Novelas/Películas,4,VBQ todo por la fama,VBQ all for fame
Peru,2017,Series/Novelas/Películas,5,Thor Ragnarok,Thor Ragnarok
Philippines,2017,Overall Searches,1,Despacito lyrics,Despacito lyrics
Philippines,2017,Overall Searches,2,Versace on the Floor lyrics,Versace on the Floor lyrics
Philippines,2017,Overall Searches,3,Miss Universe 2017,Miss Universe 2017
Philippines,2017,Overall Searches,4,Lucia Joaquin,Lucia Joaquin
Philippines,2017,Overall Searches,5,Xander Ford,Xander Ford
Philippines,2017,News,1,SONA,SONA
Philippines,2017,News,2,Marawi City,Marawi City
Philippines,2017,News,3,Hurricane Irma,Hurricane Irma
Philippines,2017,News,4,Bird Flu,Bird Flu
Philippines,2017,News,5,Kian delos Santos,Kian delos Santos
